revision_id,revision_timestamp,building_id,forward_patch,reverse_patch,user
377671,2023-07-14 23:38:44+02,11833,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377672,2023-07-14 23:38:45+02,13954,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377673,2023-07-14 23:38:46+02,11387,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377674,2023-07-14 23:38:47+02,12687,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377675,2023-07-14 23:38:48+02,11008,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377676,2023-07-14 23:38:48+02,13120,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377677,2023-07-14 23:38:50+02,13557,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377678,2023-07-14 23:38:50+02,10978,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377679,2023-07-14 23:38:52+02,11409,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377680,2023-07-14 23:38:53+02,11197,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377681,2023-07-14 23:38:53+02,11611,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377682,2023-07-14 23:38:54+02,13116,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377683,2023-07-14 23:38:55+02,13702,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377684,2023-07-14 23:38:55+02,13394,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377685,2023-07-14 23:38:56+02,11574,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377686,2023-07-14 23:38:57+02,12849,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377687,2023-07-14 23:38:57+02,13973,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377688,2023-07-14 23:38:59+02,12856,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377689,2023-07-14 23:39:00+02,11719,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377690,2023-07-14 23:39:02+02,13520,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377691,2023-07-14 23:39:02+02,13588,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377692,2023-07-14 23:39:03+02,13569,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377693,2023-07-14 23:39:03+02,13135,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377694,2023-07-14 23:39:04+02,12859,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377695,2023-07-14 23:39:05+02,12558,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377696,2023-07-14 23:39:06+02,11862,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377697,2023-07-14 23:39:06+02,12725,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377698,2023-07-14 23:39:07+02,14059,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377699,2023-07-14 23:39:07+02,13489,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377700,2023-07-14 23:39:08+02,12968,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377701,2023-07-14 23:39:09+02,13568,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377702,2023-07-14 23:39:09+02,11078,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377703,2023-07-14 23:39:10+02,12185,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377704,2023-07-14 23:39:11+02,13184,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377705,2023-07-14 23:39:11+02,13981,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377706,2023-07-14 23:39:12+02,11372,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377707,2023-07-14 23:39:12+02,12223,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377708,2023-07-14 23:39:13+02,12826,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377709,2023-07-14 23:39:13+02,11373,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377710,2023-07-14 23:39:14+02,14056,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377711,2023-07-14 23:39:15+02,12616,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377712,2023-07-14 23:39:16+02,11003,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
382016,2023-11-02 13:56:06+01,45351,"{""is_domestic"": ""Nichtwohngebäude""}","{""is_domestic"": null}",laralu
377713,2023-07-14 23:39:16+02,12893,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377720,2023-07-14 23:39:22+02,12285,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377726,2023-07-14 23:39:25+02,11139,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377714,2023-07-14 23:39:17+02,12365,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377715,2023-07-14 23:39:17+02,12681,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377730,2023-07-14 23:39:32+02,13194,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377732,2023-07-14 23:39:34+02,12314,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377739,2023-07-14 23:39:41+02,11887,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377716,2023-07-14 23:39:18+02,12910,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377717,2023-07-14 23:39:18+02,12164,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377718,2023-07-14 23:39:20+02,11761,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377727,2023-07-14 23:39:26+02,13322,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377754,2023-07-14 23:39:53+02,13528,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377756,2023-07-14 23:39:54+02,11246,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377763,2023-07-14 23:39:58+02,12925,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377765,2023-07-14 23:40:01+02,12789,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377774,2023-07-14 23:40:06+02,12727,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377780,2023-07-14 23:40:10+02,11708,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377781,2023-07-14 23:40:10+02,10956,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377719,2023-07-14 23:39:20+02,11262,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377731,2023-07-14 23:39:33+02,11896,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377746,2023-07-14 23:39:47+02,11827,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377757,2023-07-14 23:39:55+02,11579,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377766,2023-07-14 23:40:01+02,12379,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377768,2023-07-14 23:40:02+02,14082,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377787,2023-07-14 23:40:16+02,11516,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377788,2023-07-14 23:40:17+02,11815,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377793,2023-07-14 23:40:38+02,10972,"{""is_domestic"": ""Nichtwohngebäude""}","{""is_domestic"": null}",jugendstil_gesucht
377794,2023-07-14 23:40:43+02,12680,"{""is_domestic"": ""Nichtwohngebäude""}","{""is_domestic"": null}",jugendstil_gesucht
377721,2023-07-14 23:39:22+02,13228,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377722,2023-07-14 23:39:23+02,12570,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377724,2023-07-14 23:39:24+02,11903,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377728,2023-07-14 23:39:31+02,13281,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377729,2023-07-14 23:39:32+02,12543,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377733,2023-07-14 23:39:35+02,11190,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377734,2023-07-14 23:39:37+02,12997,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377742,2023-07-14 23:39:43+02,11494,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377753,2023-07-14 23:39:52+02,12962,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377778,2023-07-14 23:40:08+02,13158,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377779,2023-07-14 23:40:09+02,12872,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377782,2023-07-14 23:40:12+02,11530,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377783,2023-07-14 23:40:13+02,12463,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377786,2023-07-14 23:40:15+02,13502,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377790,2023-07-14 23:40:18+02,13048,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377723,2023-07-14 23:39:24+02,11435,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377725,2023-07-14 23:39:25+02,11153,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377735,2023-07-14 23:39:38+02,13251,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377736,2023-07-14 23:39:39+02,13447,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377737,2023-07-14 23:39:40+02,11747,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377738,2023-07-14 23:39:41+02,13691,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377740,2023-07-14 23:39:42+02,13057,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377741,2023-07-14 23:39:42+02,13635,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377743,2023-07-14 23:39:44+02,11627,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377744,2023-07-14 23:39:45+02,13605,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377745,2023-07-14 23:39:46+02,12269,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377747,2023-07-14 23:39:47+02,11900,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377748,2023-07-14 23:39:48+02,13294,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377749,2023-07-14 23:39:49+02,12095,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377750,2023-07-14 23:39:49+02,13725,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377751,2023-07-14 23:39:50+02,11319,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377752,2023-07-14 23:39:51+02,11606,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377755,2023-07-14 23:39:53+02,11795,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377758,2023-07-14 23:39:55+02,11875,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377759,2023-07-14 23:39:56+02,12320,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377760,2023-07-14 23:39:57+02,13749,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377761,2023-07-14 23:39:57+02,11621,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377762,2023-07-14 23:39:58+02,11441,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377764,2023-07-14 23:40:00+02,12525,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377767,2023-07-14 23:40:02+02,12983,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377769,2023-07-14 23:40:03+02,11287,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377770,2023-07-14 23:40:03+02,11979,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377771,2023-07-14 23:40:04+02,11777,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377772,2023-07-14 23:40:05+02,12557,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377773,2023-07-14 23:40:05+02,13087,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377775,2023-07-14 23:40:07+02,12360,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377776,2023-07-14 23:40:07+02,11911,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377777,2023-07-14 23:40:08+02,13592,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377784,2023-07-14 23:40:14+02,13762,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377785,2023-07-14 23:40:15+02,13263,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377789,2023-07-14 23:40:17+02,13338,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377791,2023-07-14 23:40:19+02,14166,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377792,2023-07-14 23:40:32+02,10972,"{""building_attachment_form"": ""freistehend""}","{""building_attachment_form"": null}",jugendstil_gesucht
377795,2023-07-14 23:40:46+02,12680,"{""building_attachment_form"": ""freistehend""}","{""building_attachment_form"": null}",jugendstil_gesucht
377796,2023-07-14 23:45:06+02,42264,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377797,2023-07-14 23:45:17+02,42134,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377798,2023-07-14 23:45:18+02,42956,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377799,2023-07-14 23:45:19+02,42106,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377800,2023-07-14 23:45:19+02,42147,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377801,2023-07-14 23:45:20+02,43768,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377802,2023-07-14 23:45:20+02,43147,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377803,2023-07-14 23:45:21+02,41980,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377804,2023-07-14 23:45:22+02,41681,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377805,2023-07-14 23:45:23+02,43180,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
382070,2023-11-02 14:40:38+01,44789,"{""is_domestic"": ""Wohngebäude""}","{""is_domestic"": null}",laralu
377806,2023-07-14 23:45:24+02,43447,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377807,2023-07-14 23:45:24+02,42406,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377809,2023-07-14 23:45:25+02,41724,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377811,2023-07-14 23:45:27+02,43137,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377813,2023-07-14 23:45:28+02,41747,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377818,2023-07-14 23:45:32+02,42802,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377820,2023-07-14 23:45:33+02,42967,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377828,2023-07-14 23:45:38+02,43940,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377834,2023-07-14 23:45:45+02,42346,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377835,2023-07-14 23:45:46+02,42496,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377840,2023-07-14 23:45:50+02,43388,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377846,2023-07-14 23:46:02+02,42917,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377848,2023-07-14 23:46:04+02,41797,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377849,2023-07-14 23:46:04+02,43194,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377850,2023-07-14 23:46:05+02,43061,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377851,2023-07-14 23:46:06+02,42969,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377852,2023-07-14 23:46:06+02,43702,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377858,2023-07-14 23:46:10+02,42301,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377875,2023-07-14 23:46:21+02,43641,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377877,2023-07-14 23:46:23+02,43292,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377882,2023-07-14 23:46:27+02,41860,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377883,2023-07-14 23:46:28+02,43640,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377885,2023-07-14 23:46:31+02,44081,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377889,2023-07-14 23:46:33+02,43305,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377895,2023-07-14 23:46:38+02,44242,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377911,2023-07-14 23:47:10+02,43915,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377914,2023-07-14 23:47:12+02,43804,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377808,2023-07-14 23:45:25+02,41727,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377812,2023-07-14 23:45:28+02,41752,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377810,2023-07-14 23:45:26+02,44115,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377814,2023-07-14 23:45:29+02,43348,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377815,2023-07-14 23:45:30+02,43779,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377816,2023-07-14 23:45:31+02,43979,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377817,2023-07-14 23:45:31+02,42157,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377819,2023-07-14 23:45:32+02,43281,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377823,2023-07-14 23:45:35+02,44325,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377826,2023-07-14 23:45:37+02,42623,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377829,2023-07-14 23:45:39+02,43517,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377836,2023-07-14 23:45:47+02,43123,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377837,2023-07-14 23:45:47+02,43911,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377855,2023-07-14 23:46:08+02,42078,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377861,2023-07-14 23:46:12+02,42774,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377862,2023-07-14 23:46:13+02,43407,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377865,2023-07-14 23:46:14+02,42193,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
377871,2023-07-14 23:46:19+02,44319,"{""building_attachment_form"": ""Häuserreihe (innerhalb)""}","{""building_attachment_form"": null}",jugendstil_gesucht
